name,ev_yield,sprite_img,link,dex_no
sizzlipede,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png,https://pokemondb.net/pokedex/sizzlipede,850
centiskorch,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png,https://pokemondb.net/pokedex/centiskorch,851
clobbopus,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png,https://pokemondb.net/pokedex/clobbopus,852
grapploct,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png,https://pokemondb.net/pokedex/grapploct,853
sinistea,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png,https://pokemondb.net/pokedex/sinistea,854
polteageist,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png,https://pokemondb.net/pokedex/polteageist,855
hatenna,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png,https://pokemondb.net/pokedex/hatenna,856
hattrem,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png,https://pokemondb.net/pokedex/hattrem,857
hatterene,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png,https://pokemondb.net/pokedex/hatterene,858
impidimp,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png,https://pokemondb.net/pokedex/impidimp,859
morgrem,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png,https://pokemondb.net/pokedex/morgrem,860
grimmsnarl,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png,https://pokemondb.net/pokedex/grimmsnarl,861
obstagoon,3 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png,https://pokemondb.net/pokedex/obstagoon,862
perrserker,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png,https://pokemondb.net/pokedex/perrserker,863
cursola,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png,https://pokemondb.net/pokedex/cursola,864
sirfetchd,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png,https://pokemondb.net/pokedex/sirfetchd,865
mr-rime,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png,https://pokemondb.net/pokedex/mr-rime,866
runerigus,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png,https://pokemondb.net/pokedex/runerigus,867
milcery,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png,https://pokemondb.net/pokedex/milcery,868
alcremie,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png,https://pokemondb.net/pokedex/alcremie,869
falinks,2 Attack/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png,https://pokemondb.net/pokedex/falinks,870
pincurchin,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png,https://pokemondb.net/pokedex/pincurchin,871
snom,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/snom.png,https://pokemondb.net/pokedex/snom,872
frosmoth,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png,https://pokemondb.net/pokedex/frosmoth,873
stonjourner,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png,https://pokemondb.net/pokedex/stonjourner,874
eiscue,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue.png,https://pokemondb.net/pokedex/eiscue,875
indeedee,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee.png,https://pokemondb.net/pokedex/indeedee,876
morpeko,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko.png,https://pokemondb.net/pokedex/morpeko,877
cufant,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png,https://pokemondb.net/pokedex/cufant,878
copperajah,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png,https://pokemondb.net/pokedex/copperajah,879
dracozolt,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png,https://pokemondb.net/pokedex/dracozolt,880
arctozolt,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png,https://pokemondb.net/pokedex/arctozolt,881
dracovish,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png,https://pokemondb.net/pokedex/dracovish,882
arctovish,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png,https://pokemondb.net/pokedex/arctovish,883
duraludon,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png,https://pokemondb.net/pokedex/duraludon,884
dreepy,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/dreepy.png,https://pokemondb.net/pokedex/dreepy,885
drakloak,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/drakloak.png,https://pokemondb.net/pokedex/drakloak,886
dragapult,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png,https://pokemondb.net/pokedex/dragapult,887
zacian,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/zacian.png,https://pokemondb.net/pokedex/zacian,888
zamazenta,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta.png,https://pokemondb.net/pokedex/zamazenta,889
eternatus,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus.png,https://pokemondb.net/pokedex/eternatus,890
kubfu,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/kubfu.png,https://pokemondb.net/pokedex/kubfu,891
urshifu,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu.png,https://pokemondb.net/pokedex/urshifu,892
zarude,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/zarude.png,https://pokemondb.net/pokedex/zarude,893
regieleki,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/regieleki.png,https://pokemondb.net/pokedex/regieleki,894
regidrago,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/regidrago.png,https://pokemondb.net/pokedex/regidrago,895
glastrier,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/glastrier.png,https://pokemondb.net/pokedex/glastrier,896
spectrier,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/spectrier.png,https://pokemondb.net/pokedex/spectrier,897
calyrex,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex.png,https://pokemondb.net/pokedex/calyrex,898
wyrdeer,—,https://img.pokemondb.net/sprites/sword-shield/icon/wyrdeer.png,https://pokemondb.net/pokedex/wyrdeer,899
kleavor,—,https://img.pokemondb.net/sprites/sword-shield/icon/kleavor.png,https://pokemondb.net/pokedex/kleavor,900
ursaluna,—,https://img.pokemondb.net/sprites/sword-shield/icon/ursaluna.png,https://pokemondb.net/pokedex/ursaluna,901
basculegion,—,https://img.pokemondb.net/sprites/sword-shield/icon/basculegion.png,https://pokemondb.net/pokedex/basculegion,902
sneasler,—,https://img.pokemondb.net/sprites/sword-shield/icon/sneasler.png,https://pokemondb.net/pokedex/sneasler,903
overqwil,—,https://img.pokemondb.net/sprites/sword-shield/icon/overqwil.png,https://pokemondb.net/pokedex/overqwil,904
enamorus,—,https://img.pokemondb.net/sprites/sword-shield/icon/enamorus.png,https://pokemondb.net/pokedex/enamorus,905
